id,InfrastID,WBS,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrant(s),NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,R3,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 7,Resurfacing projects in Council District 7.,high,"$1,887,500 ",,,,,,NE,NE,,,,1,"$1,887,500 ",,,,,,,,7,,,,,,,1,"$1,887,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,#VALUE!,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 7,Resurfacing projects in Council District 7.,Medium,"$1,887,500 ",,,,,,NE,NE,,,,1,"$1,887,500 ",,,,,,,,7,,,,,,,1,"$1,887,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 7,Resurfacing projects in Council District 7.,Medium,"$1,887,500 ",,,,,,NE,NE,,,,1,"$1,887,500 ",,,,,,,,7,,,,,,,1,"$1,887,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,A31,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 7,Resurfacing projects in Council District 7.,Medium,"$1,887,500 ",,,,,,NE,NE,,,,1,"$1,887,500 ",,,,,,,,7,,,,,,,1,"$1,887,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,121-5121-0,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 1,Resurfacing projects in Council District 1.,Medium,"$1,912,500 ",,,,,,SE,,,SE,,1,"$1,912,500 ",,1,,,,,,,,,,,,,1,"$1,912,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,121-0448-0,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 1,Resurfacing projects in Council District 1.,Medium,"$1,912,500 ",,,,,,SE,,,SE,,1,"$1,912,500 ",,1,,,,,,,,,,,,,1,"$1,912,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,121-5239-0,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 1,Resurfacing projects in Council District 1.,Medium,"$1,912,500 ",,,,,,SE,,,SE,,1,"$1,912,500 ",,1,,,,,,,,,,,,,1,"$1,912,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,#VALUE!,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 1,Resurfacing projects in Council District 1.,High,"$1,912,500 ",,,,,,SE,,,SE,,1,"$1,912,500 ",,1,,,,,,,,,,,,,1,"$1,912,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,R5,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 1,Resurfacing projects in Council District 1.,High,"$1,912,500 ",,,,,,SE,,,SE,,1,"$1,912,500 ",,1,,,,,,,,,,,,,1,"$1,912,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121-5123-0,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 12,Resurfacing projects in Council District 12.,Medium,"$1,987,500 ",,,,,,SE,,,SE,,1,"$1,987,500 ",,,,,,,,,,,,,12,,1,"$1,987,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,121-0322-0,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 12,Resurfacing projects in Council District 12.,Medium,"$1,987,500 ",,,,,,SE,,,SE,,1,"$1,987,500 ",,,,,,,,,,,,,12,,1,"$1,987,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 12,Resurfacing projects in Council District 12.,Medium,"$1,987,500 ",,,,,,SE,,,SE,,1,"$1,987,500 ",,,,,,,,,,,,,12,,1,"$1,987,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,C47,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 12,Resurfacing projects in Council District 12.,High,"$1,987,500 ",,,,,,SE,,,SE,,1,"$1,987,500 ",,,,,,,,,,,,,12,,1,"$1,987,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,#VALUE!,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 12,Resurfacing projects in Council District 12.,High,"$1,987,500 ",,,,,,SE,,,SE,,1,"$1,987,500 ",,,,,,,,,,,,,12,,1,"$1,987,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,C71,1.2.3,Bridges,Bridge Replacement,Courtland Street,"Replacement of 106 year old bridge over Decatur Street & CSX Railroad between Martin L. King, Jr. Drive & Edgewood Avenue.",High,"$2,000,000 ",,,,,,SE,,,SE,,1,"$3,154,000 ",,,2,,,,,,,,,,,,1,"$2,000,000 ",M,,,,,Downtown,,,,,,,,,,,Courtland Street,,,,,,Yes,Medium Bridge Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,C13,1.2.3,Bridges,Bridge Replacement,Powers Ferry Road,Replacement of 105 year old bridge over Nancy Creek between Pineland Road & Hillside Drive.,High,"$2,040,000 ",,,,,,NW,,NW,,,1,"$2,040,000 ",8,,,,,,,,8,,,,,,1,"$2,040,000 ",A,,,,,Chastain Park,,,,,,,,,,,,,,Powers Ferry Road,,,No,High Bridge Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,C6,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 4,Resurfacing projects in Council District 4.,high,"$2,175,000 ",,,,,,SW,,,,SW,1,"$2,175,000 ",,,,,4,,,,,,,,,,1,"$2,175,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,C30,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 4,Resurfacing projects in Council District 4.,high,"$2,175,000 ",,,,,,SW,,,,SW,1,"$2,175,000 ",,,,,4,,,,,,,,,,1,"$2,175,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,R2,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 4,Resurfacing projects in Council District 4.,Medium,"$2,175,000 ",,,,,,SW,,,,SW,1,"$2,175,000 ",,,,,4,,,,,,,,,,1,"$2,175,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,R2,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 4,Resurfacing projects in Council District 4.,Medium,"$2,175,000 ",,,,,,SW,,,,SW,1,"$2,175,000 ",,,,,4,,,,,,,,,,1,"$2,175,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,C8,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 4,Resurfacing projects in Council District 4.,Medium,"$2,175,000 ",,,,,,SW,,,,SW,1,"$2,175,000 ",,,,,4,,,,,,,,,,1,"$2,175,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,#VALUE!,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 11,Resurfacing projects in Council District 11.,Medium,"$2,325,000 ",,,,,,SW,,,,SW,1,"$2,325,000 ",,,,,,,,,,,,11,,,1,"$2,325,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,#VALUE!,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 11,Resurfacing projects in Council District 11.,Medium,"$2,325,000 ",,,,,,SW,,,,SW,1,"$2,325,000 ",,,,,,,,,,,,11,,,1,"$2,325,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,A8,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 11,Resurfacing projects in Council District 11.,Medium,"$2,325,000 ",,,,,,SW,,,,SW,1,"$2,325,000 ",,,,,,,,,,,,11,,,1,"$2,325,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,R5,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 11,Resurfacing projects in Council District 11.,High,"$2,325,000 ",,,,,,SW,,,,SW,1,"$2,325,000 ",,,,,,,,,,,,11,,,1,"$2,325,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,C22,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 11,Resurfacing projects in Council District 11.,High,"$2,325,000 ",,,,,,SW,,,,SW,1,"$2,325,000 ",,,,,,,,,,,,11,,,1,"$2,325,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 8,Resurfacing projects in Council District 8.,High,"$2,600,000 ",,,,,,NW,,NW,,,1,"$2,600,000 ",,,,,,,,,8,,,,,,1,"$2,600,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 8,Resurfacing projects in Council District 8.,High,"$2,600,000 ",,,,,,NW,,NW,,,1,"$2,600,000 ",,,,,,,,,8,,,,,,1,"$2,600,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,R3,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 8,Resurfacing projects in Council District 8.,Medium,"$2,600,000 ",,,,,,NW,,NW,,,1,"$2,600,000 ",,,,,,,,,8,,,,,,1,"$2,600,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,R3,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 8,Resurfacing projects in Council District 8.,Medium,"$2,600,000 ",,,,,,NW,,NW,,,1,"$2,600,000 ",,,,,,,,,8,,,,,,1,"$2,600,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,I31,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 8,Resurfacing projects in Council District 8.,Medium,"$2,600,000 ",,,,,,NW,,NW,,,1,"$2,600,000 ",,,,,,,,,8,,,,,,1,"$2,600,000 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 9,Resurfacing projects in Council District 9.,high,"$3,287,500 ",,,,,,NW,,NW,,,1,"$3,287,500 ",,,,,,,,,,9,,,,,1,"$3,287,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 9,Resurfacing projects in Council District 9.,High,"$3,287,500 ",,,,,,NW,,NW,,,1,"$3,287,500 ",,,,,,,,,,9,,,,,1,"$3,287,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing - neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,C85,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 9,Resurfacing projects in Council District 9.,Medium,"$3,287,500 ",,,,,,NW,,NW,,,1,"$3,287,500 ",,,,,,,,,,9,,,,,1,"$3,287,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 9,Resurfacing projects in Council District 9.,Medium,"$3,287,500 ",,,,,,NW,,NW,,,1,"$3,287,500 ",,,,,,,,,,9,,,,,1,"$3,287,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,3,1.3.4,Roadway,Roadway Resurfacing,Neighborhood Resurfacing Projects in Council District 9,Resurfacing projects in Council District 9.,Medium,"$3,287,500 ",,,,,,NW,,NW,,,1,"$3,287,500 ",,,,,,,,,,9,,,,,1,"$3,287,500 ",Undesignated,,,,,,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
