id,InfrastID,WBS,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrant(s),NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,1.4.7,Traffic,School Zone,Sutton Middle School,School flashers for middle school at 4360 Powers Ferry Road,High,"$9,270 ",4360 Powers Ferry Road,,,33.8739124,-84.3997954,NW,,NW,,,1,"$9,270 ",,,,,,,,,8,,,,,,1,"$9,270 ",A,,,,,Chastain Park,,,,,,,,,,,,,,Powers Ferry Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,1.4.7,Traffic,School Zone,Bunche Middle School,School flashers for middle school 1925 Niskey Lake Road,High,"$9,270 ",1925 Niskey Lake Road,,,33.699143,-84.530996,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,,11,,,1,"$9,270 ",P,,,,,,,,,,,,,,,,,,,Niskey Lake Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,1.4.7,Traffic,School Zone,Inman Middle School,School flashers for middle school at 774 Virginia Avenue,High,"$9,270 ",774 Virginia Avenue,,,33.6589927,-84.4165451,NE,NE,,,,1,"$9,270 ",,,,,,,6,,,,,,,,1,"$9,270 ",F,,,,,Virginia Highland,,,,,,,,,,,,,, Virginia Avenue,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,1.4.7,Traffic,School Zone,University Community School,School flashers for school at 2050 Tiger Flowers Drive,High,"$9,270 ",2050 Tiger Flowers Drive,,,33.760185,-84.4556117,NW,,NW,,,1,"$9,270 ",,,,3,,,,,,,,,,,1,"$9,270 ",J,,,,,Dixie Hills,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,1.4.7,Traffic,School Zone,Smith Intermediate School,School flashers for school at 4100 Roswell Road,High,"$9,270 ",4100 Roswell Road,,,33.8662933,-84.3810111,NE,NE,,,,1,"$9,270 ",,,,,,,,,8,,,,,,1,"$9,270 ",B,,,,,East Chastain Park,,,,,,,,,,,Roswell Road,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,1.4.7,Traffic,School Zone,Heritage Academy,School flashers for school at 3500 Villa Circle SE,High,"$9,270 ",3500 Villa Circle SE,,,33.6597374,-84.379176,SE,,,SE,,1,"$9,270 ",,,,,,,,,,,,,12,,1,"$9,270 ",Z,,,,,Blair Villa/Poole Creek,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,1.4.7,Traffic,School Zone,"West End Academy (11, 12) School","School flashers for school at 1325 Ralph D. Abernathy Drive, SW new location 1401 Maynard Road",High,"$9,270 ","1325 Ralph D. Abernathy Drive, SW new location 1401 Maynard Road",,,33.7938417,-84.4999468,SW,,,,SW,1,"$9,270 ",,,,,4,,,,,,,,,,1,"$9,270 ",T,,,,,West End,,,,,,,,,,,Ralph D. Abernathy Boulevard,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,1.4.7,Traffic,School Zone,Neighborhood Charter School,School flashers for school at 688 Grant Street,High,"$9,270 ",688 Grant Street,,,33.7357448,-84.3764612,SE,,,SE,,1,"$9,270 ",,1,,,,,,,,,,,,,1,"$9,270 ",W,,,,,Grant Park,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,R7,1.3.2,Roadway,Roadway Resurfacing,Thomasville Estates Court,Final course of roadway construction from Thomasville Estates Drive to cul-de-sac.,High,"$10,000 ",,Thomasville Estates ,cul-de-sac.,33.7489954,-84.3879824,SE,,,SE,,1,"$10,000 ",,,,,,,,,,,,,12,,1,"$10,000 ",Z,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,814,1.3.2,Roadway,Roadway Resurfacing,Landing North Court,Final course of roadway construction from Fairburn Road to cul-de-sac.,High,"$13,700 ",,Fairburn Road ,cul-de-sac.,33.779758,-84.502571,SW,,,,SW,1,"$13,700 ",,,,,,,,,,,,11,,,1,"$13,700 ",P,,,,,Ben Hill Pines,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,C11,1.3.2,Roadway,Roadway Resurfacing,Chelsea Court,Final course of roadway construction from Hempstead Way to cul-de-sac.,High,"$9,500 ",,Hempstead Way,cul-de-sac.,33.6805647,-84.5108594,SW,,,,SW,1,"$9,500 ",11,,,,,,,,,,,11,,,1,"$9,500 ",P,,,,,None,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3,1.3.2,Roadway,Roadway Resurfacing,Rose Mill Court,Final course of roadway construction from Kelso Drive to cul-de-sac.,High,"$14,000 ",,Kelso Drive,cul-de-sac.,33.7474796,-84.469006,SW,,,,SW,1,"$14,000 ",,,,,,,,,,,10,,,,1,"$14,000 ",I,,,,,Florida Heights,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,I27,1.3.2,Roadway,Roadway Resurfacing,Brittany Walk,Final course of roadway construction from Hampshire Park Way to cul-de-sac.,High,"$17,200 ",,Hampshire Park Way,cul-de-sac.,33.6824411,-84.508108,SW,,,,SW,1,"$17,200 ",11,,,,,,,,,,,11,,,1,"$17,200 ",P,,,,,Ben Hill Pines,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,1.4.7,Traffic,School Zone,Perkerson Elementary School,School flashers for elementary school at 2040 Brewer Boulevard,High,"$18,540 ",2040 Brewer Boulevard,,,33.6982575,-84.4137872,SW,,,,SW,1,"$18,540 ",,,,,,,,,,,,,12,,1,"$18,540 ",X,,,,,Sylvan Hills,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,1.4.7,Traffic,School Zone,Scott Elementary School,School flashers for elementary school at 1752 Hollywood Road,High,"$18,540 ",1752 Hollywood Road,,,33.803378,-84.471701,NW,,NW,,,1,"$18,540 ",,,,,,,,,,9,,,,,1,"$18,540 ",G,,,,,Scott's Crossing,,,,,,,,,,,,,,Hollywood Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,1.4.7,Traffic,School Zone,Bethune Elementary School,School flashers for elementary school at 220 Northside Drive.,High,"$18,540 ",220 Northside Drive.,,,33.7606465,-84.4035692,NW,,NW,,,1,"$18,540 ",,,,3,,,,,,,,,,,1,"$18,540 ",L,,,,,Vine City,,,,,,,,,,,Northside Drive,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,I8,1.3.2,Roadway,Roadway Resurfacing,Meador Avenue,Final course of roadway construction from Swan Drive to Schell Road.,High,"$18,200 ",,Swan Drive,Schell Road.,33.692941,-84.3804629,SE,,,SE,,1,"$18,200 ",,,,,,,,,,,,,12,,1,"$18,200 ",Z,,,,,Swallow Circle/Baywood,Lakewood,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,I33,1.3.2,Roadway,Roadway Resurfacing,Terrace View Circle,Final course of roadway construction from Preston Lane to cul-de-sac.,High,"$17,200 ",,Preston Lane,cul-de-sac.,33.6857501,-84.3942648,SE,,,SE,,1,"$17,200 ",,,,,,,,,,,,,12,,1,"$17,200 ",Z,,,,,Browns Mill Park,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,1.4.7,Traffic,School Zone,Rivers Elementary School,School flashers for elementary school at 8 Peachtree Battle Avenue,High,"$18,540 ",8 Peachtree Battle Avenue,,,33.8197259,-84.3888973,NW,,NW,,,1,"$18,540 ",,,,,,,,,8,,,,,,1,"$18,540 ",C,,,,,Peachtree Battle Alliance,,,,,,,,,,,,,,Peachtree Battle Avenue,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,1.4.7,Traffic,School Zone,"Washington Banking, Finance, & Investments School",School flashers for high school at 45 Whitehouse Drive,High,"$18,540 ",45 Whitehouse Drive,,,33.7534789,-84.4198892,SW,,,,SW,1,"$18,540 ",,,,,4,,,,,,,,,,1,"$18,540 ",T,,,,,Ashview Heights,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,1.4.7,Traffic,School Zone,Henry W. Grady High School,School flashers for high school at 929 Charles Allen Drive,High,"$18,540 ",929 Charles Allen Drive,,,33.780565,-84.372747,NE,NE,,,,1,"$18,540 ",,,,,,,6,,,,,,,,1,"$18,540 ",E,,,,,Midtown,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,1.4.7,Traffic,School Zone,Sylvan Hills Middle School,School flashers for middle school at 1461 Sylvan Road,High,"$18,540 ",1461 Sylvan Road,,,33.6972377,-84.4184102,SW,,,,SW,1,"$18,540 ",,,,,,,,,,,,,12,,1,"$18,540 ",X,,,,,Sylvan Hills,,,,,,,,,,,,,,Sylvan Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,1.4.7,Traffic,School Zone,Whitefoord Elementary School,School flashers for elementary school at 35 Whitefoord Avenue,High,"$18,540 ",35 Whitefoord Avenue,,,33.7529397,-84.3427522,SE,,,SE,,1,"$18,540 ",,,,,,5,,,,,,,,,1,"$18,540 ",O,,,,,Edgewood,,,,,,,,,,,,,,Whitefoord Avenue,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,1.4.7,Traffic,School Zone,Turner Middle School New Name:  Kipp Atlanta Collegiate,School flashers for middle school at 98 Anderson Avenue,High,"$18,540 ",98 Anderson Avenue,,,33.7519884,-84.4460556,NW,,NW,,,1,"$18,540 ",,,,3,,,,,,,,,,,1,"$18,540 ",J,,,,,Dixie Hills,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,C49,1.3.2,Roadway,Roadway Resurfacing,Portsmouth Way,Final course of roadway construction from Hampshire Walk to cul-de-sac.,High,"$20,000 ",,Hampshire Walk,cul-de-sac.,33.7489954,-84.3879824,SW,,,,SW,1,"$20,000 ",,,,,,,,,,,,11,,,1,"$20,000 ",P,,,,,None,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,R10,1.3.2,Roadway,Roadway Resurfacing,Swan Drive,Final course of roadway construction from Meador Avenue to Rhinehill Road.,High,"$20,400 ",,Meador Avenue ,Rhinehill Road.,33.692941,-84.3804629,SE,,,SE,,1,"$20,400 ",,,,,,,,,,,,,12,,1,"$20,400 ",Z,,,,,Swallow Circle/Baywood,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,1.3.4,Roadway,Roadway Resurfacing,Hollow Tree Lane,Resurfacing from Empire Boulevard to end of road,High,"$20,600 ",,Empire Boulevard,end of road,33.6627813,-84.3917859,SE,,,SE,,1,"$20,600 ",,,,,,,,,,,,,12,,1,"$20,600 ",Z,,,,,Glenrose Heights,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,R3,1.3.2,Roadway,Roadway Resurfacing,Buckhead Trace,Final course of roadway construction from Peachtree-Dunwoody Road to cul-de-sac.,High,"$20,000 ",,Peachtree-Dunwoody Road,cul-de-sac.,33.8630821,-84.3579318,NE,NE,,,,1,"$20,000 ",7,,,,,,,7,,,,,,,1,"$20,000 ",B,,,,,North Buckhead,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,147,1.3.4,Roadway,Roadway Resurfacing,Empire Way,Resurfacing from Empire Boulevard to end of road,Medium,"$21,200 ",,Empire Boulevard,end of road,33.6610026,-84.391824,SE,,,SE,,1,"$21,200 ",,,,,,,,,,,,,12,,1,"$21,200 ",Z,,,,,Blair Villa/Poole Creek,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,R6,1.3.2,Roadway,Roadway Resurfacing,Lovette Lane,Final course of roadway construction from Wieuca Road to cul-de-sac.,High,"$23,300 ",,Wieuca Road,cul-de-sac.,33.8579873,-84.3622172,NE,NE,,,,1,"$23,300 ",,,,,,,,7,,,,,,,1,"$23,300 ",B,,,,,North Buckhead,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,R7,1.3.2,Roadway,Roadway Resurfacing,Tibbs Road,Final course of roadway construction from Springdale Road to cul-de-sac.,High,"$21,400 ",,Springdale Road,cul-de-sac.,33.6934547,-84.4140609,SW,,,,SW,1,"$21,400 ",,,,,,,,,,,,,12,,1,"$21,400 ",X,,,,,Perkerson,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,I28,1.3.2,Roadway,Roadway Resurfacing,Thomasville Estates Drive,Final course of roadway construction from Constitution Road to  Thomasvill Estates.,High,"$22,000 ",,Constitution Road,Thomasvill Estates.,33.6890851,-84.3410545,SE,,,SE,,1,"$22,000 ",,,,,,,,,,,,,12,,1,"$22,000 ",Z,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,R4,1.3.2,Roadway,Roadway Resurfacing,Camden Park Court,Final course of roadway construction from Peachtree-Dunwoody Road to cul-de-sac.,High,"$22,400 ",,Peachtree-Dunwoody Road,cul-de-sac.,33.9164405,-84.349798,NE,NE,,,,1,"$22,400 ",7,,,,,,,7,,,,,,,1,"$22,400 ",B,,,,,North Buckhead,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2,1.3.2,Roadway,Roadway Resurfacing,Glenaire Walk,Final course of roadway construction from Glenwood Avenue to cul-de-sac.,High,"$24,100 ",,Glenwood Avenue,cul-de-sac.,33.7428156,-84.3793227,SE,,,SE,,1,"$24,100 ",,,,,,5,,,,,,,,,1,"$24,100 ",O,,,,,East Atlanta,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,1.3.2,Roadway,Roadway Resurfacing,Hampshire Park Way,Final course of roadway construction from Barge Road to Stone Road.,High,"$28,000 ",,Barge Road ,Stone Road.,33.6828816,-84.5063749,SW,,,,SW,1,"$28,000 ",,,,,,,,,,,,11,,,1,"$28,000 ",P,,,,,Ben Hill Pines,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
